[BeGaze]
Converted from:	F:\1. ON ROAD - Track\009 JA\009 JA 20131027 Rested\SMI\009 JA 201231027 - Rested.idf
Date:	08.08.2014 16:30:13
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	009 JA 201231027 - Rested
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.
Saccade L	1	107	5595560979	5595641315	80336	605.23	681.83	356.64	827.23	59.45	2213.01	0.00	739.96	18431.25	-55225.70	24439.11
Saccade L	1	108	5596659869	5596699705	39836	361.02	282.71	358.57	282.80	38.69	1285.44	1.00	971.25	-114.67	-28752.78	14578.89
Saccade L	1	109	5596899502	5596919489	19987	365.13	312.15	366.80	315.81	0.19	12.75	0.00	9.64	1.09	-185.91	122.27
Saccade L	1	110	5597040431	5597059421	18990	456.38	314.70	472.07	290.37	1.62	127.82	1.00	85.43	-1209.15	-1716.45	1423.79
Saccade L	1	111	5597658735	5597678609	19874	380.76	283.61	459.95	275.17	1.42	203.47	1.00	71.45	4931.75	-4938.90	3493.14
Saccade L	1	112	5598657617	5598677593	19976	377.06	288.03	343.55	303.60	1.38	168.10	0.00	69.16	2187.91	-4021.81	2810.51
Saccade L	1	113	5599576627	5599756392	179765	361.31	335.22	324.94	346.44	100.20	1360.64	0.67	557.39	33923.57	-33224.84	21428.62
Saccade L	1	114	5600155850	5600175867	20017	338.89	293.41	286.27	297.95	1.18	134.95	1.00	58.91	3326.09	-3217.16	2942.34
Saccade L	1	115	5600715236	5600755284	40048	222.55	329.78	221.71	330.77	29.91	1864.83	1.00	746.94	46566.71	-46417.97	46367.64
Saccade L	1	116	5601314609	5601335716	21107	367.94	300.62	297.65	305.36	1.16	179.99	1.00	54.75	4475.38	-4217.00	2913.17
Saccade L	1	117	5601634696	5601654298	19602	330.41	318.21	373.22	311.41	1.15	115.70	0.00	58.52	2708.91	-2762.71	2732.33
Saccade L	1	118	5603332588	5603352356	19768	421.30	312.68	511.44	296.50	2.05	233.92	1.00	103.93	5777.66	-5581.79	4641.26
Saccade L	1	119	5604332599	5604351236	18637	313.54	319.60	311.77	320.12	0.08	4.89	1.00	4.31	46.24	-2.01	17.12
Saccade L	1	120	5605630065	5605649746	19681	401.29	290.94	401.53	292.07	0.05	6.28	1.00	2.61	-20.49	-83.30	41.61
Saccade L	1	121	5606748541	5606768511	19970	388.09	287.55	465.07	258.66	1.97	210.06	1.00	98.74	5185.77	-5042.51	3801.60
Saccade L	1	122	5606908355	5606928745	20390	501.11	229.14	522.73	206.68	0.73	79.66	1.00	35.78	1825.60	-1462.33	1432.40
Saccade L	1	123	5608366775	5608386745	19970	335.96	307.28	313.37	310.67	0.84	102.00	0.00	42.15	1399.60	-2403.35	1735.07
Saccade L	1	124	5613780688	5613800626	19938	266.26	287.70	268.60	288.19	0.12	8.01	0.00	6.25	22.44	-59.34	40.90
Saccade L	1	125	5614100427	5614200220	99793	332.15	322.61	323.44	278.20	46.28	1209.69	1.00	463.75	29968.15	-30151.84	21645.87
Saccade L	1	126	5614879505	5614979438	99933	335.64	342.41	320.36	307.53	48.24	1293.26	0.60	482.69	30921.99	-31873.43	13547.09
Saccade L	1	127	5616477621	5616497743	20122	344.24	282.98	284.48	284.95	1.44	152.76	1.00	71.81	3626.12	-3508.58	2665.10
Saccade L	1	128	5618316655	5618335939	19284	334.42	260.60	333.99	259.75	0.81	140.84	0.00	41.95	8.61	-3409.59	1286.73
Saccade L	1	129	5619234672	5619254834	20162	433.68	280.74	479.74	274.24	0.76	118.85	1.00	37.46	2911.35	-2920.97	2136.50
Saccade L	1	130	5620293552	5620514353	220801	353.18	339.46	346.48	329.13	102.92	1310.86	0.55	466.13	32676.27	-32678.70	22563.42
Saccade L	1	131	5620772969	5620814192	41223	393.20	322.97	574.66	327.50	4.80	247.97	0.48	116.53	6120.47	-5762.67	4922.98
Saccade L	1	132	5621232381	5621332368	99987	582.58	289.95	429.33	304.73	35.22	1153.69	0.40	352.27	28757.20	-28707.30	17817.88
Saccade L	1	133	5621631965	5621652036	20071	339.54	305.50	337.88	305.15	0.69	93.81	0.00	34.59	-67.26	-2328.77	1091.95
Saccade L	1	134	5622950394	5622970467	20073	274.50	324.87	273.86	322.17	0.56	86.84	1.00	27.82	-100.59	-1993.13	744.43
Saccade L	1	135	5624129262	5624149184	19922	216.03	268.28	272.14	289.62	1.43	153.37	1.00	71.55	3684.91	-3593.65	3364.11
Saccade L	1	136	5624409218	5624448862	39644	296.01	321.19	153.40	286.36	3.64	240.43	1.00	91.87	5874.03	-5907.85	4141.65
Saccade L	1	137	5624828402	5624848380	19978	61.03	282.08	56.05	281.52	0.22	13.29	0.00	10.86	140.75	-78.42	75.07
Saccade L	1	138	5624988133	5625028132	39999	19.38	274.47	0.73	0.00	5.80	699.37	0.53	144.99	17164.82	-17452.33	8701.16
Saccade L	1	139	5626047080	5626066880	19800	287.68	278.36	286.73	278.81	0.08	6.72	1.00	3.91	25.85	-100.89	59.70
Saccade L	1	140	5626846040	5626866015	19975	325.70	283.55	273.99	280.19	0.88	132.41	1.00	43.85	3158.44	-3122.75	2140.05
Saccade L	1	141	5627605617	5627625134	19517	299.09	269.90	325.56	329.83	6.60	1167.98	1.00	337.99	28963.02	-4185.18	12385.21
Saccade L	1	142	5629443177	5629463184	20007	357.08	292.47	301.68	304.53	0.85	144.86	1.00	42.46	3557.67	-3304.95	2344.03
Saccade L	1	143	5629662886	5629704104	41218	246.01	290.69	72.05	170.32	5.97	289.30	1.00	144.90	6256.01	-7131.01	5578.98
Saccade L	1	144	5630681790	5630702726	20936	347.72	318.09	287.54	341.41	1.29	164.91	1.00	61.43	4027.71	-3808.17	3136.49
Saccade L	1	145	5631440962	5631480917	39955	364.26	285.53	234.51	293.24	3.44	179.38	1.00	86.14	4400.88	-4350.26	3501.60
Saccade L	1	146	5635376516	5635396852	20336	331.81	262.06	320.10	262.53	1.02	143.09	0.00	50.26	627.41	-2998.53	1383.82
Saccade L	1	147	5637894975	5637913631	18656	325.06	300.91	327.46	357.65	6.41	1220.52	1.00	343.69	30409.68	-3628.02	12513.56
Saccade L	1	148	5639711645	5639731689	20044	403.47	265.12	450.47	266.27	0.90	120.13	1.00	44.72	2952.39	-2891.51	2284.72
Saccade L	1	149	5641150164	5641170016	19852	427.99	307.12	430.02	307.05	0.10	6.00	1.00	4.91	-19.85	-92.29	61.84
Saccade L	1	150	5642989065	5643067940	78875	281.02	374.75	358.09	276.52	65.01	1180.16	0.00	824.19	29503.91	-28447.55	14797.02
