[BeGaze]
Converted from:	F:\1. ON ROAD - Track\008 AH\008 AH 20130915 Rested\SMI\Part1\008 AH 201230915 - Rested part1.idf
Date:	08.08.2014 16:48:26
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	008 AH 201230915 - Rested part1
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.

Saccade L	1	1	6267341486	6267362924	21438	396.19	291.61	458.31	290.98	2.09	164.56	0.00	97.61	3872.27	-3954.34	3453.04
Saccade L	1	2	6268540268	6268561169	20901	434.81	294.04	499.17	281.23	1.59	167.65	1.00	75.91	4161.05	-4105.95	3462.69
Saccade L	1	3	6271876569	6271896508	19939	138.87	473.84	149.24	470.90	0.58	36.11	1.00	29.33	-213.65	-333.35	281.33
Saccade L	1	4	6272076542	6272096245	19703	192.43	441.46	273.63	401.72	1.42	230.92	1.00	71.99	5638.84	-5463.25	3835.30
Saccade L	1	5	6272475857	6272495779	19922	259.06	333.39	254.44	331.47	0.88	110.44	1.00	44.06	-90.09	-2440.91	1152.04
Saccade L	1	6	6273814353	6273874391	60038	224.52	330.13	35.54	275.37	6.34	212.40	0.68	105.63	5274.33	-4540.05	3348.52
Saccade L	1	7	6274733250	6274793300	60050	57.56	255.01	-61.51	449.93	6.08	228.62	0.34	101.30	5587.14	-5335.18	4364.80
Saccade L	1	8	6274972984	6274992951	19967	0.07	419.85	5.87	415.33	0.40	26.44	1.00	19.82	-57.14	-191.50	125.89
Saccade L	1	9	6275132872	6275153931	21059	-20.30	401.99	-0.69	0.00	6.13	1017.75	1.00	291.18	25232.25	-25433.96	18024.71
Saccade L	1	10	6278309228	6278389318	80090	221.58	227.90	213.08	224.81	46.41	806.99	0.00	579.47	20174.77	-18776.32	9703.56
Saccade L	1	11	6278509028	6278528992	19964	199.25	279.56	196.84	311.47	0.65	81.79	1.00	32.46	1833.03	-1940.97	1491.86
Saccade L	1	12	6278768748	6278788625	19877	196.27	305.77	279.27	270.41	2.03	230.44	1.00	102.27	5639.59	-5599.09	4419.26
Saccade L	1	13	6279527849	6279567861	40012	287.27	264.56	178.89	365.46	3.91	215.67	1.00	97.63	5323.37	-5373.29	4037.67
Saccade L	1	14	6279767610	6279787619	20009	157.56	393.16	131.70	425.95	1.25	136.57	1.00	62.27	3352.91	-2386.15	2774.33
Saccade L	1	15	6280027345	6280047709	20364	94.76	458.16	124.76	484.69	1.28	141.53	1.00	62.87	3459.49	-1707.83	2538.26
Saccade L	1	16	6280207123	6280227114	19991	154.12	542.67	158.66	567.54	0.39	64.59	1.00	19.60	1483.94	-1527.52	1027.42
Saccade L	1	17	6280666697	6280686619	19922	131.66	528.73	86.27	509.46	1.38	126.02	1.00	69.31	3099.39	-2960.69	2025.64
Saccade L	1	18	6281485638	6281565623	79985	80.63	470.53	403.04	389.38	11.91	245.89	0.25	148.92	6066.07	-3863.44	3143.94
Saccade L	1	19	6281965246	6281985100	19854	385.29	381.43	378.34	382.81	0.38	22.35	0.00	19.27	-40.43	-174.99	97.92
Saccade L	1	20	6282564532	6282664395	99863	343.27	405.22	123.86	282.07	9.96	156.01	1.00	99.71	3148.61	-3667.98	1655.47
