[BeGaze]
Converted from:	F:\1. ON ROAD - Track\005 RS\005 RS 20130323 Sleep Deprived\SMI\005RS 20130323 - Sleep Deprived.idf
Date:	08.08.2014 16:08:09
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	005RS 20130323 - Sleep Deprived
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.
Saccade L	1	61	2761959920	2762019889	59969	329.72	389.45	376.51	316.84	39.65	1282.30	0.00	661.21	25012.68	-30809.30	18745.64
Saccade L	1	62	2762299623	2762319342	19719	359.68	363.20	323.71	377.18	0.77	98.63	1.00	38.95	2238.72	-2199.72	1679.62
Saccade L	1	63	2762579537	2762599102	19565	331.33	375.63	405.74	365.20	1.55	191.95	1.00	79.23	4644.62	-4656.17	4014.88
Saccade L	1	64	2763498133	2763518226	20093	376.82	343.43	374.83	342.86	0.09	5.31	1.00	4.24	2.98	-113.45	43.83
Saccade L	1	65	2763837847	2763977879	140032	423.48	307.07	428.45	308.56	101.76	1209.35	0.71	726.67	30104.39	-30116.51	13406.33
Saccade L	1	66	2764816718	2764877760	61042	410.35	317.37	408.73	324.83	27.93	1349.50	1.00	457.55	33619.95	-33679.35	13728.15
Saccade L	1	67	2764977743	2765077644	99901	442.51	323.04	444.96	308.21	63.79	1261.70	0.79	638.55	31103.61	-31419.17	26534.20
Saccade L	1	68	2765236180	2765256083	19903	513.48	285.28	540.07	279.95	1.37	186.61	0.00	69.00	1473.87	-4422.19	2500.90
Saccade L	1	69	2765495846	2765515932	20086	545.62	288.26	457.23	297.43	1.86	226.98	1.00	92.58	5646.56	-5529.02	4798.73
Saccade L	1	70	2766076393	2766115174	38781	394.41	331.27	373.93	450.74	3.33	155.56	0.48	85.86	3824.25	-3686.78	3083.20
Saccade L	1	71	2767793642	2767873167	79525	404.46	331.16	399.94	339.14	59.52	1310.34	0.50	748.39	32587.58	-32454.25	21631.39
Saccade L	1	72	2768133020	2768172959	39939	397.76	357.75	400.86	348.17	22.59	1415.00	0.50	565.49	35242.86	-35097.59	34880.05
Saccade L	1	73	2770030804	2770070852	40048	385.90	362.51	382.64	363.79	25.29	1576.77	1.00	631.60	39318.90	-39281.99	39220.93
Saccade L	1	74	2770630139	2770691154	61015	424.86	348.37	378.53	337.62	2.54	110.45	1.00	41.62	2576.71	-2638.43	1601.04
Saccade L	1	75	2771329427	2771349429	20002	399.47	353.72	397.93	355.73	0.13	8.37	1.00	6.52	134.46	-43.76	61.14
Saccade L	1	76	2771649051	2771828802	179751	397.97	380.22	403.74	376.94	88.23	1513.32	0.44	490.82	37582.20	-37793.58	26392.06
Saccade L	1	77	2772048552	2772188772	140220	335.03	365.59	354.18	367.49	123.30	1460.37	0.85	879.36	36150.85	-36444.44	15984.64
Saccade L	1	78	2772689034	2772707791	18757	384.57	371.12	409.77	369.70	1.12	165.98	0.00	59.51	1560.98	-4012.68	2358.42
Saccade L	1	79	2773207310	2773227178	19868	369.52	345.72	311.49	336.72	1.31	150.05	1.00	66.02	3607.04	-3650.46	3158.46
Saccade L	1	80	2774266058	2774366071	100013	290.03	374.25	266.50	367.45	42.65	1662.02	1.00	426.43	39996.53	-41473.47	11907.59
Saccade L	1	81	2774865427	2774945301	79874	333.33	356.54	253.61	355.08	37.66	1630.50	1.00	471.43	39009.34	-40568.95	26347.51
Saccade L	1	82	2775344945	2775364948	20003	321.90	337.47	321.84	336.49	0.09	7.61	1.00	4.61	69.38	-127.80	80.37
Saccade L	1	83	2776104048	2776124235	20187	330.49	323.77	360.98	324.91	0.82	77.97	1.00	40.48	1858.25	-1846.32	1771.84
Saccade L	1	84	2776343807	2776363809	20002	345.73	328.03	272.94	302.02	2.30	197.48	1.00	114.93	4728.57	-4744.60	3400.28
Saccade L	1	85	2776903184	2776923195	20011	301.42	299.50	303.65	300.21	0.18	10.93	1.00	8.91	74.10	-123.68	88.12
Saccade L	1	86	2777302675	2777322698	20023	289.23	289.35	273.90	280.78	1.15	157.22	0.00	57.27	751.46	-3626.55	1802.95
Saccade L	1	87	2777762269	2777783366	21097	336.26	308.60	346.22	311.08	0.55	65.88	1.00	26.09	1529.37	-426.89	807.79
Saccade L	1	88	2779340425	2779360571	20146	411.40	337.21	370.50	297.42	0.98	145.81	1.00	48.55	3483.64	-3494.53	2391.86
Saccade L	1	89	2780419254	2780439252	19998	363.38	335.24	363.75	338.46	0.12	8.28	1.00	6.24	90.37	-74.72	57.61
Saccade L	1	90	2780879034	2780898685	19651	415.95	320.67	418.56	319.78	0.90	93.55	0.00	45.70	-150.38	-2298.33	1429.16
Saccade L	1	91	2782516995	2782577020	60025	422.24	384.33	426.08	385.79	28.64	1414.88	1.00	477.20	35081.58	-35279.48	14215.36
Saccade L	1	92	2782736688	2782756627	19939	421.62	371.96	367.48	335.43	1.34	166.88	1.00	67.08	4064.91	-4121.71	2775.78
Saccade L	1	93	2784095044	2784114986	19942	0.51	0.00	421.84	334.57	7.90	1349.47	1.00	395.98	29666.85	-33636.54	21684.42
Saccade L	1	94	2784874487	2784894176	19689	395.28	361.34	390.00	358.49	0.59	84.24	1.00	29.82	-155.31	-1723.01	695.66
Saccade L	1	95	2785193868	2785213932	20064	346.51	341.36	297.24	335.07	1.23	126.92	1.00	61.50	3073.27	-3098.90	2966.39
Saccade L	1	96	2785513497	2785533577	20080	356.17	326.08	400.10	329.34	1.09	112.55	1.00	54.16	2618.45	-2706.15	2425.97
Saccade L	1	97	2786052932	2786073865	20933	339.56	333.84	317.36	324.42	1.35	164.86	0.00	64.60	906.80	-3958.10	2114.31
Saccade L	1	98	2786412554	2786432485	19931	390.30	345.54	420.59	351.94	1.28	154.46	0.00	64.04	1618.02	-3656.10	2379.38
Saccade L	1	99	2786692168	2786712104	19936	386.51	352.01	316.80	327.34	1.92	188.92	1.00	96.51	4656.53	-4620.32	3278.65
Saccade L	1	100	2787111749	2787131677	19928	316.51	339.26	352.66	334.15	0.91	93.32	1.00	45.80	2115.71	-2105.57	1943.14
Saccade L	1	101	2787411431	2787431366	19935	282.40	324.67	277.13	323.27	0.24	13.94	1.00	12.20	96.58	-76.93	74.30
Saccade L	1	102	2787871110	2787890939	19829	279.59	314.33	342.06	315.14	1.18	159.63	1.00	59.54	3889.84	-3770.83	2635.75
Saccade L	1	103	2788250439	2788271359	20920	358.09	334.61	311.63	324.05	1.26	121.77	1.00	60.35	2862.10	-2889.30	2609.08
Saccade L	1	104	2789049561	2789070475	20914	354.04	302.58	384.67	297.61	0.69	79.30	1.00	32.88	1797.97	-1840.93	1525.09
Saccade L	1	105	2790647802	2790667986	20184	370.66	327.26	302.38	305.16	1.57	183.34	1.00	77.99	4389.41	-4490.98	3050.35
Saccade L	1	106	2791207183	2791227108	19925	362.92	300.43	382.10	303.93	0.67	64.70	0.00	33.40	1029.92	-1357.10	1166.70
Saccade L	1	107	2793464597	2793485772	21175	443.30	309.17	458.94	317.57	0.98	118.59	0.00	46.16	861.71	-2721.83	1539.67
Saccade L	1	108	2794103840	2794123939	20099	415.39	345.47	416.30	346.35	0.24	37.84	1.00	11.96	-19.86	-864.71	305.16
Saccade L	1	109	2795841899	2795861841	19942	359.69	319.81	345.75	311.09	1.05	158.56	0.00	52.70	872.24	-3887.07	1905.70
Saccade L	1	110	2796301351	2796321476	20125	418.56	291.41	420.76	291.00	0.35	47.73	1.00	17.17	11.83	-1050.12	381.00
Saccade L	1	111	2797040685	2797080898	40213	275.80	516.67	284.53	507.20	35.35	1464.10	0.00	879.02	36602.60	-36286.39	27303.93
Saccade L	1	112	2797340204	2797380492	40288	295.93	476.58	303.21	477.47	23.13	1415.99	1.00	574.07	35296.75	-35147.68	34888.25
Saccade L	1	113	2799497850	2799597802	99952	950.35	156.08	579.49	260.65	154.49	2324.78	0.00	1545.65	58119.43	-50451.16	23698.07
Saccade L	1	114	2799637730	2799657622	19892	547.38	204.48	552.74	266.34	23.54	1582.43	1.00	1183.14	28998.26	-35594.77	22112.05
